question,answer,steps,n_hops,root,target,split
Every rempus is a grimpus. Every gerpus is a rorpus. Every gerpus is a wumpus. Every rompus is a felpus. Every numpus is a rompus. Every yerpus is a jelpus. Every felpus is a yumpus. Every yimpus is a yerpus. Every shumpus is a numpus. Every numpus is a scrompus. Every yerpus is a wumpus. Alex is a zumpus. Jack is a shumpus. Every yumpus is a grimpus. Tom is a zumpus. Every numpus is a rempus. Every yerpus is a dumpus. Every yimpus is a lempus. Every wumpus is a dumpus. Every gerpus is a jelpus. Every zumpus is a yimpus. Alex is a gerpus. Every shumpus is a brimpus. Gabriel is a zumpus. Every wumpus is a lempus. Every scrompus is a kerpus. Every shumpus is a felpus. Every zumpus is a wumpus. Jack is a rompus. Every jelpus is a wumpus. Every rompus is a yumpus. Every numpus is a felpus. Every rempus is a impus. Every gerpus is a yerpus. Every yimpus is a wumpus. Every felpus is a rempus. Every zumpus is a jelpus. Is Jack a kerpus or rorpus?,Jack is a kerpus.,"[""Jack is a shumpus."", ""Every shumpus is a numpus."", ""Every numpus is a scrompus."", ""Every scrompus is a kerpus.""]",4,0,22,test
Every yimpus is a storpus. Every yumpus is a gerpus. Every lorpus is a jelpus. Every scrompus is a gorpus. Every yumpus is a gwompus. Davis is a zumpus. Max is a gerpus. Every terpus is a gorpus. Every lorpus is a yumpus. Every shumpus is a vumpus. Every terpus is a worpus. Every terpus is a kerpus. Every vumpus is a rompus. Every jelpus is a gerpus. Every zumpus is a storpus. Every lorpus is a brimpus. Max is a gorpus. Every rompus is a scrompus. Every shumpus is a rorpus. Every worpus is a dumpus. Every vumpus is a zumpus. Every terpus is a dumpus. Every scrompus is a yerpus. Every hilpus is a gerpus. Davis is a shumpus. Every vumpus is a brimpus. Every rompus is a brimpus. Max is a lorpus. Every vumpus is a yimpus. Every rompus is a terpus. Every worpus is a storpus. Every jelpus is a hilpus. Every lorpus is a gerpus. Is Davis a gwompus or dumpus?,Davis is a dumpus.,"[""Davis is a shumpus."", ""Every shumpus is a vumpus."", ""Every vumpus is a rompus."", ""Every rompus is a terpus."", ""Every terpus is a dumpus.""]",5,1,16,test
Every numpus is a quimpus. Every dumpus is a rorpus. Stella is a rompus. Every zhorpus is a lempus. Every felpus is a fompus. Every yimpus is a rempus. Gabriel is a yimpus. Stella is a zhorpus. Every zumpus is a yumpus. Every jelpus is a felpus. Every jompus is a rorpus. Every boompus is a rompus. Every storpus is a jompus. Every zumpus is a wumpus. Every zhorpus is a vumpus. Every hilpus is a storpus. Every jelpus is a fompus. Every jelpus is a hilpus. Every dumpus is a yerpus. Every jelpus is a wumpus. Every numpus is a kerpus. Every zhorpus is a numpus. Every lempus is a yerpus. Every zumpus is a boompus. Every zumpus is a rompus. Every numpus is a gorpus. Every quimpus is a vumpus. Gabriel is a felpus. Gabriel is a rorpus. Gabriel is a lempus. Every quimpus is a kerpus. Every storpus is a zumpus. Gabriel is a jelpus. Every dumpus is a rempus. Every gorpus is a rompus. Every felpus is a dumpus. Every felpus is a gorpus. Is Gabriel a kerpus or yumpus?,Gabriel is a yumpus.,"[""Gabriel is a jelpus."", ""Every jelpus is a hilpus."", ""Every hilpus is a storpus."", ""Every storpus is a zumpus."", ""Every zumpus is a yumpus.""]",5,1,17,test
Alex is a fompus. Every timpus is a bompus. Every sterpus is a quimpus. Every zhorpus is a numpus. Rex is a quimpus. Rex is a timpus. Every boompus is a storpus. Every boompus is a rempus. Every numpus is a yimpus. Every tumpus is a yimpus. Every rempus is a storpus. Every bompus is a lorpus. Rex is a lorpus. Every timpus is a lorpus. Every fompus is a zhorpus. Every boompus is a bompus. Every bompus is a rempus. Every wumpus is a tumpus. Every sterpus is a fompus. Alex is a sterpus. Every sterpus is a zhorpus. Every timpus is a boompus. Every timpus is a rempus. Every zhorpus is a wumpus. Every storpus is a worpus. Every lorpus is a rempus. Is Rex a yimpus or worpus?,Rex is a worpus.,"[""Rex is a timpus."", ""Every timpus is a boompus."", ""Every boompus is a storpus."", ""Every storpus is a worpus.""]",4,1,16,test
Rex is a impus. Every dumpus is a rempus. Every rempus is a gwompus. Jack is a gorpus. Every yumpus is a brimpus. Every gwompus is a vumpus. Every gerpus is a gwompus. Every rorpus is a kerpus. Every timpus is a yumpus. Every gorpus is a terpus. Every tumpus is a vumpus. Jack is a yerpus. Every gorpus is a tumpus. Every gerpus is a fompus. Every impus is a yumpus. Every quimpus is a brimpus. Every rempus is a gorpus. Every rempus is a gerpus. Every terpus is a tumpus. Every gerpus is a vumpus. Every yumpus is a jelpus. Every impus is a brimpus. Every impus is a quimpus. Every kerpus is a storpus. Every chorpus is a tumpus. Jack is a chorpus. Every dumpus is a tumpus. Every terpus is a rorpus. Rex is a timpus. Every terpus is a felpus. Every rempus is a chorpus. Every terpus is a fompus. Jack is a dumpus. Every rempus is a tumpus. Every vumpus is a felpus. Jack is a tumpus. Every rorpus is a vumpus. Jack is a rempus. Rex is a brimpus. Is Jack a jelpus or storpus?,Jack is a storpus.,"[""Jack is a gorpus."", ""Every gorpus is a terpus."", ""Every terpus is a rorpus."", ""Every rorpus is a kerpus."", ""Every kerpus is a storpus.""]",5,0,21,test
Every grimpus is a yimpus. Every worpus is a jelpus. Every zhorpus is a sterpus. Every impus is a hilpus. Every jompus is a impus. Every lempus is a scrompus. Every rorpus is a yimpus. Every numpus is a rempus. Every numpus is a jelpus. Every rorpus is a sterpus. Alex is a zhorpus. Every rorpus is a bompus. Every scrompus is a yumpus. Every rempus is a impus. Every lempus is a grimpus. Every gwompus is a lorpus. Every yimpus is a lorpus. Every gwompus is a rompus. Every lempus is a yumpus. Every scrompus is a brimpus. Alex is a grimpus. Every rempus is a worpus. Every worpus is a impus. Every grimpus is a lorpus. Every gwompus is a sterpus. Every impus is a brimpus. Every lempus is a sterpus. Every rorpus is a boompus. Every boompus is a bompus. Jack is a yimpus. Every jompus is a worpus. Every scrompus is a sterpus. Every worpus is a brimpus. Alex is a lempus. Every gwompus is a rorpus. Sam is a jompus. Every grimpus is a rorpus. Sam is a numpus. Every grimpus is a gwompus. Every rempus is a gorpus. Alex is a sterpus. Every zhorpus is a rompus. Is Alex a gorpus or bompus?,Alex is a bompus.,"[""Alex is a grimpus."", ""Every grimpus is a rorpus."", ""Every rorpus is a bompus.""]",3,1,24,test
Carol is a wumpus. Max is a kerpus. Every rompus is a shumpus. Every vumpus is a rompus. Every vumpus is a grimpus. Every shumpus is a bompus. Every wumpus is a lorpus. Every gorpus is a felpus. Every scrompus is a rorpus. Max is a gorpus. Every kerpus is a gwompus. Every lempus is a felpus. Every lempus is a gorpus. Max is a timpus. Every vumpus is a quimpus. Every jompus is a lorpus. Every kerpus is a timpus. Every timpus is a jompus. Every quimpus is a shumpus. Every kerpus is a rorpus. Bob is a tumpus. Every grimpus is a rompus. Carol is a rompus. Every grimpus is a shumpus. Every grimpus is a bompus. Carol is a vumpus. Every scrompus is a lempus. Every kerpus is a scrompus. Davis is a tumpus. Every kerpus is a gorpus. Every numpus is a terpus. Every rompus is a bompus. Every grimpus is a quimpus. Carol is a grimpus. Every wumpus is a bompus. Every wumpus is a numpus. Max is a rorpus. Every rorpus is a felpus. Is Carol a gwompus or terpus?,Carol is a terpus.,"[""Carol is a wumpus."", ""Every wumpus is a numpus."", ""Every numpus is a terpus.""]",3,1,21,test
Every sterpus is a zumpus. Every quimpus is a hilpus. Every lempus is a kerpus. Every zumpus is a tumpus. Every zumpus is a grimpus. Every rorpus is a yimpus. Every scrompus is a chorpus. Every zumpus is a shumpus. Every quimpus is a rempus. Every dumpus is a jompus. Every lempus is a jelpus. Every sterpus is a jompus. Every jelpus is a rorpus. Eva is a dumpus. Every lempus is a scrompus. Every jelpus is a worpus. Every impus is a boompus. Every rempus is a numpus. Every sterpus is a jelpus. Bob is a rempus. Eva is a jompus. Every dumpus is a shumpus. Eva is a sterpus. Every rempus is a hilpus. Bob is a quimpus. Every hilpus is a rompus. Every shumpus is a kerpus. Every dumpus is a scrompus. Every scrompus is a impus. Every sterpus is a lempus. Is Eva a boompus or numpus?,Eva is a boompus.,"[""Eva is a dumpus."", ""Every dumpus is a scrompus."", ""Every scrompus is a impus."", ""Every impus is a boompus.""]",4,1,12,test
Every felpus is a jompus. Stella is a kerpus. Every zumpus is a bompus. Every zumpus is a jompus. Every gorpus is a shumpus. Every storpus is a brimpus. Every yimpus is a fompus. Every gorpus is a chorpus. Every timpus is a brimpus. Oliver is a kerpus. Every zhorpus is a chorpus. Every bompus is a zhorpus. Every storpus is a hilpus. Every yerpus is a zumpus. Stella is a lorpus. Every gerpus is a lorpus. Every gwompus is a chorpus. Every storpus is a yimpus. Every storpus is a lorpus. Every boompus is a gerpus. Every bompus is a shumpus. Every bompus is a fompus. Every lorpus is a brimpus. Every yerpus is a jompus. Every gerpus is a timpus. Alex is a yerpus. Every gorpus is a felpus. Every yerpus is a gorpus. Every timpus is a fompus. Every bompus is a jompus. Every timpus is a hilpus. Every jompus is a shumpus. Every gerpus is a hilpus. Every gerpus is a jelpus. Every boompus is a lorpus. Every storpus is a fompus. Every yerpus is a kerpus. Every timpus is a jelpus. Every zumpus is a gwompus. Every lorpus is a hilpus. Alex is a bompus. Every storpus is a boompus. Stella is a storpus. Every hilpus is a brimpus. Is Stella a jelpus or shumpus?,Stella is a jelpus.,"[""Stella is a storpus."", ""Every storpus is a boompus."", ""Every boompus is a gerpus."", ""Every gerpus is a jelpus.""]",4,0,23,test
Every jompus is a terpus. Every worpus is a lorpus. Jack is a storpus. Every grimpus is a terpus. Every worpus is a terpus. Every grimpus is a lorpus. Every zumpus is a storpus. Every zumpus is a hilpus. Every zhorpus is a lorpus. Jack is a zumpus. Every lorpus is a dumpus. Oliver is a zhorpus. Every hilpus is a yerpus. Every jompus is a numpus. Every worpus is a grimpus. Every yerpus is a gwompus. Every vumpus is a yerpus. Every fompus is a storpus. Oliver is a worpus. Every storpus is a jelpus. Every zhorpus is a dumpus. Every zhorpus is a grimpus. Every lorpus is a rempus. Every kerpus is a storpus. Every hilpus is a jelpus. Jack is a fompus. Every zhorpus is a worpus. Every grimpus is a yimpus. Every vumpus is a hilpus. Every rempus is a dumpus. Every zumpus is a kerpus. Every rempus is a jompus. Every numpus is a yimpus. Every grimpus is a rempus. Every vumpus is a storpus. Every fompus is a kerpus. Every fompus is a vumpus. Is Jack a dumpus or gwompus?,Jack is a gwompus.,"[""Jack is a fompus."", ""Every fompus is a vumpus."", ""Every vumpus is a yerpus."", ""Every yerpus is a gwompus.""]",4,1,19,test
Every jelpus is a dumpus. Every jompus is a yumpus. Every chorpus is a felpus. Every rompus is a quimpus. Every worpus is a yumpus. Sam is a vumpus. Every lorpus is a yimpus. Every yumpus is a rorpus. Every tumpus is a felpus. Every jompus is a fompus. Sam is a brimpus. Every terpus is a boompus. Every terpus is a sterpus. Every sterpus is a boompus. Every scrompus is a rompus. Every dumpus is a felpus. Every rompus is a fompus. Every terpus is a lorpus. Every jompus is a zhorpus. Sam is a scrompus. Every worpus is a tumpus. Every worpus is a gwompus. Every quimpus is a jelpus. Every rompus is a worpus. Every lorpus is a fompus. Gabriel is a terpus. Gabriel is a sterpus. Every sterpus is a fompus. Every scrompus is a yimpus. Every boompus is a rorpus. Every yumpus is a felpus. Every zhorpus is a yumpus. Every quimpus is a rorpus. Gabriel is a brimpus. Every dumpus is a rorpus. Every rompus is a jelpus. Every zhorpus is a jelpus. Every tumpus is a zhorpus. Every rompus is a jompus. Every jompus is a timpus. Every vumpus is a quimpus. Every quimpus is a timpus. Every yumpus is a dumpus. Every scrompus is a vumpus. Every vumpus is a chorpus. Tom is a fompus. Every jelpus is a yimpus. Every rompus is a yumpus. Every lorpus is a kerpus. Is Sam a kerpus or gwompus?,Sam is a gwompus.,"[""Sam is a scrompus."", ""Every scrompus is a rompus."", ""Every rompus is a worpus."", ""Every worpus is a gwompus.""]",4,1,26,test
Every zumpus is a felpus. Every lempus is a yerpus. Sam is a rempus. Every impus is a fompus. Every grimpus is a shumpus. Every rempus is a felpus. Sam is a shumpus. Every grimpus is a jelpus. Every zhorpus is a brimpus. Carol is a rempus. Every worpus is a fompus. Every grimpus is a zumpus. Every terpus is a brimpus. Every shumpus is a boompus. Every sterpus is a impus. Carol is a impus. Every chorpus is a terpus. Carol is a lempus. Every jelpus is a brimpus. Every sterpus is a lorpus. Every boompus is a jelpus. Every impus is a quimpus. Every boompus is a chorpus. Every dumpus is a lorpus. Every grimpus is a bompus. Every boompus is a dumpus. Every chorpus is a bompus. Every sterpus is a worpus. Every shumpus is a jelpus. Every jelpus is a bompus. Carol is a worpus. Every zumpus is a bompus. Sam is a grimpus. Every impus is a vumpus. Every worpus is a rempus. Sam is a terpus. Every yerpus is a impus. Every worpus is a quimpus. Every sterpus is a lempus. Every lempus is a felpus. Every grimpus is a zhorpus. Every fompus is a gerpus. Every quimpus is a gerpus. Every grimpus is a dumpus. Every vumpus is a dumpus. Every boompus is a brimpus. Carol is a sterpus. Every worpus is a lempus. Every sterpus is a rempus. Is Carol a brimpus or gerpus?,Carol is a gerpus.,"[""Carol is a worpus."", ""Every worpus is a quimpus."", ""Every quimpus is a gerpus.""]",3,1,22,test
Every zhorpus is a terpus. Every zhorpus is a boompus. Every zhorpus is a gerpus. Every yerpus is a worpus. Every vumpus is a timpus. Every gerpus is a tumpus. Every lempus is a worpus. Every yumpus is a zhorpus. Every vumpus is a worpus. Every vumpus is a yerpus. Every felpus is a gorpus. Every terpus is a worpus. Every zhorpus is a yerpus. Every yumpus is a numpus. Every gerpus is a lempus. Every timpus is a worpus. Every shumpus is a kerpus. Every jelpus is a gwompus. Every shumpus is a felpus. Every lempus is a terpus. Every shumpus is a gwompus. Bob is a brimpus. Every shumpus is a rompus. Every jelpus is a felpus. Every lempus is a boompus. Every terpus is a brimpus. Every yumpus is a gerpus. Gabriel is a shumpus. Every rompus is a felpus. Every gorpus is a sterpus. Gabriel is a kerpus. Every kerpus is a sterpus. Every gorpus is a quimpus. Gabriel is a wumpus. Every gerpus is a vumpus. Every rompus is a jelpus. Every kerpus is a wumpus. Every kerpus is a rompus. Every tumpus is a worpus. Every shumpus is a numpus. Bob is a yumpus. Every wumpus is a rompus. Bob is a gerpus. Every timpus is a sterpus. Every boompus is a timpus. Gabriel is a jelpus. Every wumpus is a gwompus. Is Gabriel a worpus or quimpus?,Gabriel is a quimpus.,"[""Gabriel is a shumpus."", ""Every shumpus is a felpus."", ""Every felpus is a gorpus."", ""Every gorpus is a quimpus.""]",4,0,20,test
Gabriel is a vumpus. Polly is a felpus. Every hilpus is a chorpus. Every dumpus is a yerpus. Every yimpus is a rorpus. Every dumpus is a rorpus. Every storpus is a lorpus. Every storpus is a yerpus. Every scrompus is a hilpus. Every yumpus is a rorpus. Every vumpus is a quimpus. Gabriel is a tumpus. Every sterpus is a impus. Every yimpus is a yumpus. Oliver is a zumpus. Every lorpus is a rorpus. Oliver is a storpus. Every zumpus is a rempus. Every brimpus is a dumpus. Every lorpus is a brimpus. Every impus is a bompus. Every dumpus is a impus. Every sterpus is a wumpus. Every vumpus is a scrompus. Every wumpus is a bompus. Every vumpus is a hilpus. Every lorpus is a zumpus. Every yerpus is a yimpus. Every storpus is a wumpus. Polly is a brimpus. Every quimpus is a hilpus. Every storpus is a zumpus. Every zumpus is a sterpus. Every brimpus is a yerpus. Oliver is a lorpus. Every lorpus is a tumpus. Is Oliver a bompus or chorpus?,Oliver is a bompus.,"[""Oliver is a storpus."", ""Every storpus is a wumpus."", ""Every wumpus is a bompus.""]",3,1,21,test
Sally is a rempus. Every storpus is a zhorpus. Every shumpus is a kerpus. Every rempus is a zhorpus. Every dumpus is a worpus. Sally is a numpus. Every tumpus is a yerpus. Every yumpus is a dumpus. Every gwompus is a brimpus. Every yimpus is a felpus. Every fompus is a brimpus. Every worpus is a shumpus. Every worpus is a tumpus. Every storpus is a rempus. Every worpus is a kerpus. Every rempus is a timpus. Every tumpus is a shumpus. Every storpus is a lempus. Every worpus is a gwompus. Every yumpus is a tumpus. Jack is a yumpus. Every boompus is a quimpus. Every dumpus is a boompus. Every worpus is a felpus. Sally is a storpus. Every shumpus is a fompus. Every numpus is a rempus. Every worpus is a yimpus. Every quimpus is a fompus. Is Jack a timpus or brimpus?,Jack is a brimpus.,"[""Jack is a yumpus."", ""Every yumpus is a tumpus."", ""Every tumpus is a shumpus."", ""Every shumpus is a fompus."", ""Every fompus is a brimpus.""]",5,0,21,test
Every rompus is a timpus. Every boompus is a rompus. Fae is a jompus. Every yumpus is a vumpus. Eva is a rorpus. Fae is a yimpus. Every yimpus is a boompus. Every vumpus is a yerpus. Eva is a vumpus. Every kerpus is a vumpus. Every yumpus is a felpus. Every zhorpus is a gorpus. Every zhorpus is a jelpus. Every rorpus is a yumpus. Sam is a jompus. Every yumpus is a jompus. Every yimpus is a gorpus. Every yumpus is a numpus. Fae is a boompus. Every rorpus is a kerpus. Every rorpus is a vumpus. Every timpus is a zumpus. Every kerpus is a numpus. Every yumpus is a yerpus. Every zumpus is a zhorpus. Every rompus is a zumpus. Is Fae a felpus or jelpus?,Fae is a jelpus.,"[""Fae is a boompus."", ""Every boompus is a rompus."", ""Every rompus is a zumpus."", ""Every zumpus is a zhorpus."", ""Every zhorpus is a jelpus.""]",5,0,16,test
Every jompus is a rempus. Every sterpus is a fompus. Tom is a storpus. Every impus is a fompus. Every zumpus is a storpus. Every gerpus is a rompus. Every dumpus is a lorpus. Every jompus is a shumpus. Tom is a dumpus. Every jompus is a sterpus. Every shumpus is a storpus. Every lempus is a vumpus. Every shumpus is a zumpus. Every zumpus is a lempus. Every jompus is a zumpus. Every sterpus is a yimpus. Carol is a shumpus. Carol is a sterpus. Every rompus is a dumpus. Carol is a storpus. Every rompus is a jelpus. Every impus is a rempus. Tom is a rompus. Every zumpus is a fompus. Every impus is a sterpus. Every dumpus is a quimpus. Carol is a jompus. Every rompus is a grimpus. Every rompus is a quimpus. Every timpus is a jompus. Every jompus is a impus. Tom is a gerpus. Carol is a timpus. Bob is a kerpus. Every fompus is a vumpus. Is Carol a vumpus or jelpus?,Carol is a vumpus.,"[""Carol is a sterpus."", ""Every sterpus is a fompus."", ""Every fompus is a vumpus.""]",3,1,22,test
Every vumpus is a dumpus. Every yimpus is a lorpus. Every shumpus is a lempus. Every rempus is a bompus. Every yimpus is a jelpus. Every zumpus is a dumpus. Wren is a storpus. Wren is a worpus. Every jelpus is a rempus. Every vumpus is a lempus. Every storpus is a fompus. Every vumpus is a shumpus. Davis is a shumpus. Every jelpus is a lorpus. Wren is a fompus. Every fompus is a jelpus. Every rorpus is a zumpus. Every fompus is a lorpus. Every impus is a grimpus. Wren is a gerpus. Every lempus is a rorpus. Every rorpus is a sterpus. Every vumpus is a worpus. Every lempus is a gerpus. Every yerpus is a zhorpus. Every impus is a wumpus. Every lempus is a sterpus. Every yimpus is a bompus. Every lempus is a worpus. Every wumpus is a yerpus. Every shumpus is a gerpus. Every zumpus is a sterpus. Every lempus is a wumpus. Davis is a vumpus. Sam is a scrompus. Every zumpus is a grimpus. Every shumpus is a impus. Every fompus is a yimpus. Every storpus is a lorpus. Every lempus is a zumpus. Davis is a gwompus. Is Davis a zhorpus or bompus?,Davis is a zhorpus.,"[""Davis is a shumpus."", ""Every shumpus is a lempus."", ""Every lempus is a wumpus."", ""Every wumpus is a yerpus."", ""Every yerpus is a zhorpus.""]",5,1,23,test
Every rempus is a felpus. Rex is a boompus. Every jelpus is a lempus. Every terpus is a scrompus. Every wumpus is a shumpus. Every terpus is a lempus. Every jompus is a gerpus. Every wumpus is a kerpus. Every chorpus is a jompus. Every jompus is a zumpus. Every chorpus is a yumpus. Every zumpus is a gerpus. Every chorpus is a kerpus. Every hilpus is a timpus. Rex is a terpus. Tom is a fompus. Every boompus is a lempus. Rex is a yumpus. Every jompus is a yumpus. Every chorpus is a gerpus. Every wumpus is a hilpus. Every zumpus is a grimpus. Every lempus is a rempus. Every rempus is a sterpus. Every chorpus is a lorpus. Every wumpus is a fompus. Every gerpus is a lorpus. Every boompus is a jelpus. Tom is a lorpus. Every wumpus is a yumpus. Every wumpus is a gwompus. Rex is a lempus. Every zumpus is a hilpus. Every zumpus is a timpus. Tom is a yumpus. Every gwompus is a bompus. Every jompus is a wumpus. Every bompus is a lorpus. Tom is a chorpus. Rex is a jelpus. Every chorpus is a wumpus. Every gerpus is a hilpus. Tom is a jompus. Tom is a zumpus. Is Tom a felpus or shumpus?,Tom is a shumpus.,"[""Tom is a chorpus."", ""Every chorpus is a wumpus."", ""Every wumpus is a shumpus.""]",3,1,23,test
Every kerpus is a impus. Every tumpus is a storpus. Oliver is a rorpus. Every rorpus is a zhorpus. Every sterpus is a tumpus. Every wumpus is a jompus. Jack is a yimpus. Oliver is a terpus. Every kerpus is a rompus. Every quimpus is a yimpus. Oliver is a zhorpus. Every zumpus is a vumpus. Every wumpus is a yimpus. Every tumpus is a rompus. Every terpus is a gwompus. Every quimpus is a chorpus. Every wumpus is a chorpus. Jack is a kerpus. Oliver is a vumpus. Every timpus is a vumpus. Every timpus is a zumpus. Every zhorpus is a timpus. Every felpus is a tumpus. Every rorpus is a jompus. Every zhorpus is a vumpus. Every quimpus is a wumpus. Every wumpus is a kerpus. Every quimpus is a sterpus. Jack is a quimpus. Every wumpus is a felpus. Every shumpus is a tumpus. Every sterpus is a shumpus. Every sterpus is a jelpus. Every impus is a sterpus. Is Jack a storpus or gwompus?,Jack is a storpus.,"[""Jack is a quimpus."", ""Every quimpus is a sterpus."", ""Every sterpus is a tumpus."", ""Every tumpus is a storpus.""]",4,0,22,test
Every jelpus is a sterpus. Carol is a jelpus. Every jelpus is a zumpus. Every jelpus is a quimpus. Every shumpus is a grimpus. Every quimpus is a grimpus. Every quimpus is a brimpus. Every gwompus is a lorpus. Every zumpus is a gerpus. Carol is a impus. Every grimpus is a tumpus. Every quimpus is a fompus. Fae is a gwompus. Every brimpus is a gerpus. Every brimpus is a shumpus. Eva is a lorpus. Every quimpus is a sterpus. Carol is a kerpus. Every sterpus is a zumpus. Every gerpus is a fompus. Every jelpus is a tumpus. Every wumpus is a yimpus. Fae is a wumpus. Every yimpus is a zhorpus. Is Fae a tumpus or zhorpus?,Fae is a zhorpus.,"[""Fae is a wumpus."", ""Every wumpus is a yimpus."", ""Every yimpus is a zhorpus.""]",3,0,17,test
Every bompus is a lempus. Every jelpus is a sterpus. Every shumpus is a lempus. Every yumpus is a rompus. Every timpus is a grimpus. Max is a timpus. Every dumpus is a lorpus. Bob is a yerpus. Every lorpus is a yerpus. Max is a shumpus. Every shumpus is a timpus. Every lorpus is a jelpus. Every dumpus is a zhorpus. Every worpus is a yumpus. Every dumpus is a wumpus. Every tumpus is a jompus. Max is a worpus. Every worpus is a bompus. Every sterpus is a rorpus. Every worpus is a terpus. Max is a lempus. Every timpus is a bompus. Every grimpus is a terpus. Bob is a dumpus. Every shumpus is a gorpus. Every yerpus is a sterpus. Every terpus is a jompus. Every jelpus is a boompus. Every dumpus is a jelpus. Every dumpus is a tumpus. Every grimpus is a rompus. Every zhorpus is a rorpus. Every wumpus is a tumpus. Every yumpus is a lempus. Every shumpus is a terpus. Bob is a rompus. Every shumpus is a grimpus. Is Bob a gorpus or rorpus?,Bob is a rorpus.,"[""Bob is a dumpus."", ""Every dumpus is a zhorpus."", ""Every zhorpus is a rorpus.""]",3,1,22,test
Every jelpus is a dumpus. Every yimpus is a rempus. Every zumpus is a yumpus. Every kerpus is a quimpus. Every shumpus is a boompus. Every dumpus is a rorpus. Every terpus is a fompus. Every rorpus is a fompus. Every lorpus is a jelpus. Every kerpus is a boompus. Every impus is a jompus. Every felpus is a yerpus. Tom is a felpus. Every yerpus is a timpus. Every storpus is a zumpus. Tom is a kerpus. Every terpus is a dumpus. Every lempus is a yumpus. Every jelpus is a zumpus. Every zumpus is a dumpus. Every zumpus is a lempus. Every storpus is a terpus. Eva is a lorpus. Eva is a jelpus. Eva is a lempus. Every shumpus is a impus. Every felpus is a kerpus. Every jelpus is a storpus. Every lorpus is a zumpus. Every felpus is a boompus. Every lempus is a dumpus. Eva is a storpus. Every boompus is a timpus. Every shumpus is a quimpus. Every boompus is a jompus. Every dumpus is a chorpus. Every lorpus is a yimpus. Every yerpus is a shumpus. Is Eva a quimpus or rempus?,Eva is a rempus.,"[""Eva is a lorpus."", ""Every lorpus is a yimpus."", ""Every yimpus is a rempus.""]",3,1,22,test
Every jelpus is a felpus. Every jelpus is a vumpus. Every jelpus is a quimpus. Polly is a yimpus. Every dumpus is a terpus. Every kerpus is a vumpus. Eva is a boompus. Eva is a hilpus. Every yimpus is a boompus. Alex is a jelpus. Every zhorpus is a fompus. Every scrompus is a gwompus. Every quimpus is a numpus. Every quimpus is a zhorpus. Every jelpus is a dumpus. Every dumpus is a felpus. Every dumpus is a scrompus. Every terpus is a vumpus. Every dumpus is a boompus. Every jelpus is a zhorpus. Every fompus is a lempus. Every jelpus is a zumpus. Every gerpus is a wumpus. Every felpus is a kerpus. Eva is a gerpus. Every dumpus is a quimpus. Every dumpus is a zhorpus. Alex is a felpus. Every gerpus is a hilpus. Every quimpus is a felpus. Every quimpus is a terpus. Is Alex a lempus or wumpus?,Alex is a lempus.,"[""Alex is a jelpus."", ""Every jelpus is a zhorpus."", ""Every zhorpus is a fompus."", ""Every fompus is a lempus.""]",4,1,20,test
Davis is a zumpus. Fae is a quimpus. Every yumpus is a tumpus. Every rempus is a hilpus. Every quimpus is a chorpus. Every terpus is a sterpus. Every timpus is a tumpus. Every timpus is a yumpus. Every dumpus is a zumpus. Every vumpus is a terpus. Every yumpus is a sterpus. Every quimpus is a zumpus. Every fompus is a boompus. Every tumpus is a worpus. Every bompus is a rempus. Every lorpus is a zumpus. Fae is a fompus. Every bompus is a zumpus. Every rempus is a timpus. Every numpus is a yumpus. Every vumpus is a rempus. Every lorpus is a bompus. Fae is a dumpus. Every quimpus is a dumpus. Davis is a lorpus. Every lorpus is a terpus. Every lorpus is a numpus. Every dumpus is a shumpus. Every bompus is a shumpus. Every numpus is a terpus. Every timpus is a hilpus. Every timpus is a brimpus. Every lorpus is a vumpus. Every bompus is a vumpus. Every bompus is a sterpus. Davis is a vumpus. Is Davis a worpus or chorpus?,Davis is a worpus.,"[""Davis is a vumpus."", ""Every vumpus is a rempus."", ""Every rempus is a timpus."", ""Every timpus is a tumpus."", ""Every tumpus is a worpus.""]",5,1,20,test
Sally is a jelpus. Every brimpus is a numpus. Every yumpus is a boompus. Every rorpus is a jompus. Every rorpus is a grimpus. Every grimpus is a jompus. Every vumpus is a sterpus. Every gerpus is a boompus. Every gerpus is a tumpus. Jack is a vumpus. Every vumpus is a kerpus. Every yumpus is a grimpus. Every vumpus is a brimpus. Every yumpus is a kerpus. Every gorpus is a numpus. Sally is a chorpus. Every jompus is a zumpus. Every jelpus is a tumpus. Every rorpus is a chorpus. Every brimpus is a sterpus. Every numpus is a impus. Every jelpus is a gerpus. Every rorpus is a jelpus. Jack is a brimpus. Every yumpus is a zumpus. Sally is a yumpus. Every yumpus is a rorpus. Every rorpus is a kerpus. Every brimpus is a gorpus. Every tumpus is a jompus. Is Jack a impus or boompus?,Jack is a impus.,"[""Jack is a brimpus."", ""Every brimpus is a numpus."", ""Every numpus is a impus.""]",3,1,13,test
